Period,Region,Product,Pipeline,Railway,Marine,Truck
5/1/2014,NS,Propane,NULL,453,NULL,NULL
6/1/2014,NS,Propane,NULL,1128,NULL,NULL
7/1/2014,NS,Propane,NULL,790,NULL,NULL
8/1/2014,NS,Propane,NULL,678,NULL,NULL
9/1/2014,NS,Propane,NULL,114,NULL,NULL
10/1/2014,NS,Propane,NULL,113,NULL,NULL
5/1/2015,NS,Propane,NULL,NULL,NULL,438
6/1/2015,NS,Propane,NULL,NULL,NULL,528
7/1/2015,NS,Propane,NULL,NULL,NULL,354
8/1/2015,NS,Propane,NULL,339,NULL,354
9/1/2015,NS,Propane,NULL,109,NULL,353
10/1/2015,NS,Propane,NULL,NULL,NULL,223
11/1/2015,NS,Propane,NULL,NULL,NULL,96
12/1/2015,NS,Propane,NULL,NULL,NULL,415
1/1/2016,NS,Propane,NULL,566,NULL,NULL
5/1/2016,NS,Propane,NULL,419,NULL,NULL
6/1/2016,NS,Propane,NULL,NULL,NULL,456
7/1/2016,NS,Propane,NULL,318,NULL,NULL
8/1/2016,NS,Propane,NULL,378,NULL,NULL
1/1/2017,NS,Propane,NULL,NULL,NULL,40
2/1/2017,NS,Propane,NULL,NULL,NULL,80
11/1/2017,NS,Propane,NULL,512,NULL,NULL
12/1/2017,NS,Propane,NULL,NULL,NULL,180
1/1/2018,NS,Propane,NULL,92,NULL,NULL
2/1/2018,NS,Propane,NULL,NULL,NULL,90
3/1/2018,NS,Propane,NULL,NULL,NULL,222
4/1/2018,NS,Propane,NULL,NULL,NULL,351
7/1/2018,NS,Propane,NULL,NULL,NULL,101
11/1/2018,NS,Propane,NULL,NULL,NULL,337
12/1/2018,NS,Propane,NULL,186,NULL,NULL
2/1/1990,NT,Propane,NULL,NULL,NULL,25
4/1/1990,NT,Propane,NULL,NULL,NULL,15
5/1/1990,NT,Propane,NULL,NULL,NULL,14
6/1/1990,NT,Propane,NULL,NULL,NULL,17
7/1/1990,NT,Propane,NULL,NULL,NULL,16
1/1/1999,NT,Propane,NULL,NULL,NULL,56
2/1/1999,NT,Propane,NULL,NULL,NULL,56
3/1/1999,NT,Propane,NULL,NULL,NULL,56
4/1/1999,NT,Propane,NULL,NULL,NULL,56
5/1/1999,NT,Propane,NULL,NULL,NULL,56
6/1/1999,NT,Propane,NULL,NULL,NULL,56
7/1/1999,NT,Propane,NULL,NULL,NULL,56
8/1/1999,NT,Propane,NULL,NULL,NULL,56
9/1/1999,NT,Propane,NULL,NULL,NULL,56
10/1/1999,NT,Propane,NULL,NULL,NULL,56
11/1/1999,NT,Propane,NULL,NULL,NULL,56
12/1/1999,NT,Propane,NULL,NULL,NULL,56
1/1/1990,ON,Propane,102638,42924,NULL,21424
2/1/1990,ON,Propane,108375,28534,NULL,14492
3/1/1990,ON,Propane,80965,22745,NULL,12629
4/1/1990,ON,Propane,61143,24145,NULL,10091
5/1/1990,ON,Propane,28963,16930,NULL,4957
6/1/1990,ON,Propane,91686,9433,NULL,7869
7/1/1990,ON,Propane,56403,18333,NULL,8370
8/1/1990,ON,Propane,71709,10588,NULL,7083
9/1/1990,ON,Propane,47654,17909,NULL,10904
10/1/1990,ON,Propane,41696,22263,NULL,10438
11/1/1990,ON,Propane,55066,26653,NULL,12671
12/1/1990,ON,Propane,43599,30231,NULL,14546
1/1/1991,ON,Propane,94975,55047,NULL,20758
2/1/1991,ON,Propane,75975,32143,NULL,14713
3/1/1991,ON,Propane,87781,23199,NULL,15460
4/1/1991,ON,Propane,43441,20224,NULL,9866
5/1/1991,ON,Propane,41249,19453,NULL,9258
6/1/1991,ON,Propane,63600,13155,NULL,3579
7/1/1991,ON,Propane,47443,13157,NULL,5533
8/1/1991,ON,Propane,49597,15808,NULL,8408
9/1/1991,ON,Propane,57055,23727,NULL,8568
10/1/1991,ON,Propane,79704,24951,NULL,11751
11/1/1991,ON,Propane,64699,37864,NULL,20099
12/1/1991,ON,Propane,52257,49301,NULL,20072
1/1/1992,ON,Propane,69213,60889,NULL,23413
2/1/1992,ON,Propane,60331,47078,NULL,21316
3/1/1992,ON,Propane,54071,36895,NULL,20821
4/1/1992,ON,Propane,59414,25517,NULL,14370
5/1/1992,ON,Propane,75588,16952,NULL,9365
6/1/1992,ON,Propane,40532,15879,NULL,5907
7/1/1992,ON,Propane,69723,18539,NULL,15926
8/1/1992,ON,Propane,44098,21740,NULL,4693
9/1/1992,ON,Propane,88360,31694,NULL,8349
10/1/1992,ON,Propane,82511,38578,NULL,17087
11/1/1992,ON,Propane,52588,60125,NULL,22079
12/1/1992,ON,Propane,22608,99759,NULL,27470
1/1/1993,ON,Propane,74208,76950,NULL,54140
2/1/1993,ON,Propane,103524,56834,NULL,30182
3/1/1993,ON,Propane,59427,56803,NULL,55350
4/1/1993,ON,Propane,98948,35322,NULL,15020
5/1/1993,ON,Propane,62015,30869,NULL,10673
6/1/1993,ON,Propane,85667,25282,NULL,9738
7/1/1993,ON,Propane,94591,29178,NULL,9191
8/1/1993,ON,Propane,93191,23680,NULL,16238
9/1/1993,ON,Propane,86466,27593,NULL,22928
10/1/1993,ON,Propane,70789,40381,NULL,25155
11/1/1993,ON,Propane,94840,60108,NULL,27158
12/1/1993,ON,Propane,81420,54965,NULL,51245
1/1/1994,ON,Propane,83314,83867,NULL,69042
2/1/1994,ON,Propane,91445,100440,NULL,34265
3/1/1994,ON,Propane,81429,44807,NULL,56145
4/1/1994,ON,Propane,77691,30675,NULL,34400
5/1/1994,ON,Propane,84248,19004,NULL,25670
6/1/1994,ON,Propane,78888,18644,NULL,20515
7/1/1994,ON,Propane,116026,18273,NULL,16837
8/1/1994,ON,Propane,92467,17200,NULL,21483
9/1/1994,ON,Propane,122624,32190,NULL,27914
10/1/1994,ON,Propane,65780,62566,NULL,45032
11/1/1994,ON,Propane,52337,59255,NULL,62231
12/1/1994,ON,Propane,59063,65027,NULL,86691
1/1/1995,ON,Propane,111938,83725,NULL,85449
2/1/1995,ON,Propane,126324,86404,NULL,99601
3/1/1995,ON,Propane,97879,65645,NULL,82190
4/1/1995,ON,Propane,98127,46836,NULL,55520
5/1/1995,ON,Propane,78419,35661,NULL,39527
6/1/1995,ON,Propane,108094,29745,NULL,24978
7/1/1995,ON,Propane,154825,30432,NULL,21967
8/1/1995,ON,Propane,95310,35297,NULL,26416
9/1/1995,ON,Propane,103843,56584,NULL,43741
10/1/1995,ON,Propane,108272,57221,NULL,53563
11/1/1995,ON,Propane,81998,68847,NULL,79787
12/1/1995,ON,Propane,56514,96716,NULL,112491
1/1/1996,ON,Propane,137259,141427,NULL,196327
2/1/1996,ON,Propane,163988,131666,NULL,119892
3/1/1996,ON,Propane,117138,81185,NULL,93750
4/1/1996,ON,Propane,127160,57426,NULL,58128
5/1/1996,ON,Propane,104318,28177,NULL,37603
6/1/1996,ON,Propane,119986,21437,NULL,20415
7/1/1996,ON,Propane,106378,18663,NULL,18505
8/1/1996,ON,Propane,72668,16366,NULL,24679
9/1/1996,ON,Propane,31447,27515,NULL,37655
10/1/1996,ON,Propane,56762,42674,NULL,53392
11/1/1996,ON,Propane,117597,80945,NULL,66990
12/1/1996,ON,Propane,209078,118717,NULL,85023
1/1/1997,ON,Propane,197398,120387,NULL,96289
2/1/1997,ON,Propane,171601,113453,NULL,83492
3/1/1997,ON,Propane,156865,93113,NULL,71285
4/1/1997,ON,Propane,69064,48080,NULL,51523
5/1/1997,ON,Propane,40765,31267,NULL,32010
6/1/1997,ON,Propane,46031,21994,NULL,24082
7/1/1997,ON,Propane,60042,19520,NULL,21415
8/1/1997,ON,Propane,81204,23335,NULL,26381
9/1/1997,ON,Propane,102902,36470,NULL,25530
10/1/1997,ON,Propane,75797,53262,NULL,36060
11/1/1997,ON,Propane,105831,83967,NULL,43006
12/1/1997,ON,Propane,159698,126635,NULL,61774
1/1/1998,ON,Propane,181607,114705,NULL,68973
2/1/1998,ON,Propane,124897,106673,NULL,57731
3/1/1998,ON,Propane,148783,99889,NULL,51577
4/1/1998,ON,Propane,173807,74000,NULL,42465
5/1/1998,ON,Propane,194644,57115,NULL,24920
6/1/1998,ON,Propane,150120,63865,NULL,17097
7/1/1998,ON,Propane,161790,43973,2646,16506
8/1/1998,ON,Propane,111804,37181,1890,20231
9/1/1998,ON,Propane,60563,56287,2117,35101
10/1/1998,ON,Propane,73251,112912,NULL,51254
11/1/1998,ON,Propane,102991,145483,NULL,72121
12/1/1998,ON,Propane,104319,166302,NULL,87247
1/1/1999,ON,Propane,124121,213044,NULL,111580
2/1/1999,ON,Propane,145766,201476,NULL,82911
3/1/1999,ON,Propane,136563,176994,NULL,96237
4/1/1999,ON,Propane,165338,132937,NULL,55066
5/1/1999,ON,Propane,119291,67024,NULL,37257
6/1/1999,ON,Propane,100680,53169,NULL,30528
7/1/1999,ON,Propane,78273,47895,NULL,28636
8/1/1999,ON,Propane,71744,45768,NULL,29790
9/1/1999,ON,Propane,84475,61948,NULL,43228
10/1/1999,ON,Propane,101957,126977,NULL,60173
11/1/1999,ON,Propane,132573,172483,NULL,69678
12/1/1999,ON,Propane,63652,205477,NULL,85252
1/1/2000,ON,Propane,208165,231222,NULL,108415
2/1/2000,ON,Propane,180804,232538,NULL,103568
3/1/2000,ON,Propane,128297,141435,NULL,64805
4/1/2000,ON,Propane,130980,94386,NULL,51500
5/1/2000,ON,Propane,61484,82659,NULL,39221
6/1/2000,ON,Propane,126869,64909,NULL,27473
7/1/2000,ON,Propane,150186,44701,NULL,22936
8/1/2000,ON,Propane,74390,57542,NULL,32990
9/1/2000,ON,Propane,84400,74769,NULL,43465
10/1/2000,ON,Propane,71331,124240,NULL,57632
11/1/2000,ON,Propane,128612,170457,NULL,91172
12/1/2000,ON,Propane,186758,214817,NULL,117680
1/1/2001,ON,Propane,189626,292424,NULL,128003
2/1/2001,ON,Propane,219139,235581,NULL,94936
3/1/2001,ON,Propane,135180,188008,NULL,92482
4/1/2001,ON,Propane,129296,153292,NULL,75015
5/1/2001,ON,Propane,92686,79179,NULL,25676
6/1/2001,ON,Propane,63230,44189,NULL,21702
7/1/2001,ON,Propane,111332,40699,NULL,21748
8/1/2001,ON,Propane,67861,54619,NULL,25022
9/1/2001,ON,Propane,89530,60273,NULL,21393
10/1/2001,ON,Propane,158372,94391,NULL,43734
11/1/2001,ON,Propane,182675,115563,NULL,62594
12/1/2001,ON,Propane,197726,123296,NULL,68438
1/1/2002,ON,Propane,198413,162159,NULL,93700
2/1/2002,ON,Propane,210751,190755,NULL,76496
3/1/2002,ON,Propane,132295,145240,NULL,90880
4/1/2002,ON,Propane,155704,100323,NULL,67280
5/1/2002,ON,Propane,110324,54081,NULL,47949
6/1/2002,ON,Propane,87810,51905,NULL,32961
7/1/2002,ON,Propane,166165,54164,NULL,29354
8/1/2002,ON,Propane,113164,64665,NULL,36028
9/1/2002,ON,Propane,102148,123338,NULL,42839
10/1/2002,ON,Propane,82639,87913,NULL,63330
11/1/2002,ON,Propane,152793,140997,NULL,92303
12/1/2002,ON,Propane,180861,263163,NULL,126941
1/1/2003,ON,Propane,256977,297203,NULL,142129
2/1/2003,ON,Propane,224731,240805,NULL,134351
3/1/2003,ON,Propane,182302,193582,NULL,92828
4/1/2003,ON,Propane,57153,111917,NULL,71006
5/1/2003,ON,Propane,95586,56067,NULL,41483
6/1/2003,ON,Propane,78360,56728,NULL,50613
7/1/2003,ON,Propane,124857,70540,NULL,24505
8/1/2003,ON,Propane,109569,54530,NULL,31322
9/1/2003,ON,Propane,121370,60562,NULL,50487
10/1/2003,ON,Propane,196341,92882,NULL,78290
11/1/2003,ON,Propane,162798,169705,NULL,91666
12/1/2003,ON,Propane,207247,227479,NULL,118027
1/1/2004,ON,Propane,277710,256469,NULL,127326
2/1/2004,ON,Propane,229223,270694,NULL,116126
3/1/2004,ON,Propane,200309,198373,NULL,74561
4/1/2004,ON,Propane,101832,101014,NULL,62054
5/1/2004,ON,Propane,152314,59748,NULL,40385
6/1/2004,ON,Propane,109213,39840,NULL,21276
7/1/2004,ON,Propane,121909,35632,NULL,27953
8/1/2004,ON,Propane,97156,61461,NULL,58183
9/1/2004,ON,Propane,124208,89441,NULL,56053
10/1/2004,ON,Propane,169321,102260,NULL,61248
11/1/2004,ON,Propane,141911,109289,NULL,74817
12/1/2004,ON,Propane,121210,109397,NULL,100805
1/1/2005,ON,Propane,189528,136293,NULL,106008
2/1/2005,ON,Propane,211232,142788,NULL,98344
3/1/2005,ON,Propane,179082,89007,NULL,91834
4/1/2005,ON,Propane,144212,73908,NULL,53542
5/1/2005,ON,Propane,126077,14089,NULL,32621
6/1/2005,ON,Propane,136804,15238,NULL,26287
7/1/2005,ON,Propane,131178,23514,NULL,23628
8/1/2005,ON,Propane,82780,16465,NULL,29543
9/1/2005,ON,Propane,142231,37697,NULL,39068
10/1/2005,ON,Propane,215309,52116,NULL,44700
11/1/2005,ON,Propane,151545,97667,NULL,44282
12/1/2005,ON,Propane,182943,102777,NULL,99831
1/1/2006,ON,Propane,201344,119517,NULL,85463
2/1/2006,ON,Propane,139187,120989,NULL,92327
3/1/2006,ON,Propane,147462,57366,NULL,94219
4/1/2006,ON,Propane,152599,35588,NULL,59898
5/1/2006,ON,Propane,117824,17117,NULL,24040
6/1/2006,ON,Propane,66943,14055,NULL,23721
7/1/2006,ON,Propane,13780,22385,NULL,20641
8/1/2006,ON,Propane,79764,25206,NULL,33718
9/1/2006,ON,Propane,80639,23434,NULL,62430
10/1/2006,ON,Propane,106431,44977,NULL,83443
11/1/2006,ON,Propane,158955,79836,NULL,98243
12/1/2006,ON,Propane,162383,124580,NULL,106277
1/1/2007,ON,Propane,182625,129760,NULL,86616
2/1/2007,ON,Propane,189608,123915,NULL,105236
3/1/2007,ON,Propane,155576,107264,NULL,84126
4/1/2007,ON,Propane,107277,51466,NULL,43614
5/1/2007,ON,Propane,114242,12757,NULL,36530
6/1/2007,ON,Propane,81021,13904,NULL,17981
7/1/2007,ON,Propane,109325,14809,NULL,25493
8/1/2007,ON,Propane,129609,24458,NULL,39274
9/1/2007,ON,Propane,152137,21601,NULL,40278
10/1/2007,ON,Propane,126225,22530,NULL,38775
11/1/2007,ON,Propane,103308,37922,NULL,51152
12/1/2007,ON,Propane,143508,60500,NULL,67477
1/1/2008,ON,Propane,112356,94030,NULL,74768
2/1/2008,ON,Propane,161035,107527,NULL,67028
3/1/2008,ON,Propane,131596,58810,NULL,56261
4/1/2008,ON,Propane,96891,23181,NULL,34220
5/1/2008,ON,Propane,80899,7390,NULL,22980
6/1/2008,ON,Propane,96779,11786,NULL,15064
7/1/2008,ON,Propane,133183,14710,NULL,13879
8/1/2008,ON,Propane,90249,15038,NULL,11416
9/1/2008,ON,Propane,139389,21029,NULL,18890
10/1/2008,ON,Propane,87371,17292,NULL,30150
11/1/2008,ON,Propane,96087,29259,NULL,42846
12/1/2008,ON,Propane,146338,62268,NULL,50007
1/1/2009,ON,Propane,164812,89108,NULL,56263
2/1/2009,ON,Propane,154786,108729,NULL,52741
3/1/2009,ON,Propane,116248,77488,NULL,32814
4/1/2009,ON,Propane,73485,26153,NULL,17552
5/1/2009,ON,Propane,71105,8774,NULL,13812
6/1/2009,ON,Propane,78722,10356,NULL,9186
7/1/2009,ON,Propane,94738,10892,NULL,8270
8/1/2009,ON,Propane,114284,11143,NULL,8460
9/1/2009,ON,Propane,79056,13450,NULL,13462
10/1/2009,ON,Propane,89733,21267,NULL,19849
11/1/2009,ON,Propane,95624,36831,NULL,27837
12/1/2009,ON,Propane,73502,88805,NULL,35042
1/1/2010,ON,Propane,84061,108191,NULL,46691
2/1/2010,ON,Propane,68142,105301,NULL,38306
3/1/2010,ON,Propane,89386,56686,NULL,23195
4/1/2010,ON,Propane,37752,24898,NULL,17473
5/1/2010,ON,Propane,79102,7707,NULL,11606
6/1/2010,ON,Propane,76481,7551,NULL,9610
7/1/2010,ON,Propane,16126,10475,NULL,8683
8/1/2010,ON,Propane,66289,9598,NULL,8667
9/1/2010,ON,Propane,67998,25575,NULL,18829
10/1/2010,ON,Propane,45467,36917,NULL,22395
11/1/2010,ON,Propane,96276,62634,NULL,29514
12/1/2010,ON,Propane,81837,59018,NULL,42722
1/1/2011,ON,Propane,86050,78103,NULL,49804
2/1/2011,ON,Propane,36552,76002,NULL,65278
3/1/2011,ON,Propane,52280,38490,NULL,28236
4/1/2011,ON,Propane,47072,16825,NULL,44485
5/1/2011,ON,Propane,44904,10720,NULL,23006
6/1/2011,ON,Propane,57050,20855,NULL,14114
7/1/2011,ON,Propane,16766,6752,NULL,7459
8/1/2011,ON,Propane,70613,8604,NULL,8042
9/1/2011,ON,Propane,76936,13281,NULL,20864
10/1/2011,ON,Propane,30043,22714,NULL,15577
11/1/2011,ON,Propane,44435,44485,NULL,25089
12/1/2011,ON,Propane,72477,59203,NULL,27525
1/1/2012,ON,Propane,77292,64299,NULL,33541
2/1/2012,ON,Propane,52297,51805,NULL,34217
3/1/2012,ON,Propane,4367,44160,NULL,22738
4/1/2012,ON,Propane,50825,43499,NULL,16174
5/1/2012,ON,Propane,84219,58254,NULL,12485
6/1/2012,ON,Propane,85129,45212,NULL,7116
7/1/2012,ON,Propane,42990,67921,NULL,7429
8/1/2012,ON,Propane,43910,73244,NULL,9149
9/1/2012,ON,Propane,40492,112766,NULL,14776
10/1/2012,ON,Propane,22874,139868,NULL,17552
11/1/2012,ON,Propane,54124,212272,NULL,35724
12/1/2012,ON,Propane,24218,204180,NULL,38838
1/1/2013,ON,Propane,19508,234489,NULL,48349
2/1/2013,ON,Propane,23296,185120,NULL,39970
3/1/2013,ON,Propane,35590,138383,NULL,34174
4/1/2013,ON,Propane,40410,80570,NULL,30853
5/1/2013,ON,Propane,57333,51312,NULL,11928
6/1/2013,ON,Propane,88625,31609,NULL,8676
7/1/2013,ON,Propane,71473,18885,NULL,10066
8/1/2013,ON,Propane,140239,26044,NULL,10484
9/1/2013,ON,Propane,58407,43879,NULL,17244
10/1/2013,ON,Propane,42226,76641,NULL,29602
11/1/2013,ON,Propane,72173,84158,NULL,52251
12/1/2013,ON,Propane,6300,143251,NULL,47266
1/1/2014,ON,Propane,71306,136266,NULL,47548
2/1/2014,ON,Propane,62388,72099,NULL,47037
3/1/2014,ON,Propane,7925,115139,NULL,41353
4/1/2014,ON,Propane,45605,24406,NULL,30125
5/1/2014,ON,Propane,93774,23568,NULL,14942
6/1/2014,ON,Propane,34542,25839,NULL,10877
7/1/2014,ON,Propane,79518,22349,NULL,9802
8/1/2014,ON,Propane,77813,22501,NULL,10417
9/1/2014,ON,Propane,60231,32265,NULL,18478
10/1/2014,ON,Propane,62523,40886,NULL,19844
11/1/2014,ON,Propane,55520,63057,NULL,33352
12/1/2014,ON,Propane,78713,110198,NULL,44261
1/1/2015,ON,Propane,63640,109996,NULL,41532
2/1/2015,ON,Propane,70677,123747,NULL,64713
3/1/2015,ON,Propane,51623,97408,NULL,49067
4/1/2015,ON,Propane,66049,44851,NULL,26667
5/1/2015,ON,Propane,54409,33531,NULL,10039
6/1/2015,ON,Propane,87005,33518,NULL,11466
7/1/2015,ON,Propane,73464,26748,NULL,6451
8/1/2015,ON,Propane,81923,26161,NULL,8359
9/1/2015,ON,Propane,63532,42423,NULL,12842
10/1/2015,ON,Propane,64302,35977,NULL,20611
11/1/2015,ON,Propane,90493,66194,NULL,16805
12/1/2015,ON,Propane,45110,94589,NULL,18813
1/1/2016,ON,Propane,106660,82218,NULL,32344
2/1/2016,ON,Propane,94430,107517,NULL,24453
3/1/2016,ON,Propane,48097,33418,NULL,16777
4/1/2016,ON,Propane,50460,33511,NULL,18429
5/1/2016,ON,Propane,2150,23033,NULL,12161
6/1/2016,ON,Propane,8297,14430,NULL,6756
7/1/2016,ON,Propane,40392,24327,NULL,4918
8/1/2016,ON,Propane,NULL,33418,NULL,7076
9/1/2016,ON,Propane,4778,33529,NULL,11184
10/1/2016,ON,Propane,80749,51026,NULL,14769
11/1/2016,ON,Propane,12900,58666,NULL,27366
12/1/2016,ON,Propane,NULL,124860,NULL,30794
1/1/2017,ON,Propane,NULL,143165,NULL,36880
2/1/2017,ON,Propane,NULL,94810,NULL,30781
3/1/2017,ON,Propane,67812,38298,NULL,27952
4/1/2017,ON,Propane,49797,44372,NULL,14734
5/1/2017,ON,Propane,10922,14148,NULL,24142
6/1/2017,ON,Propane,55618,31876,NULL,5662
7/1/2017,ON,Propane,99150,42780,NULL,8645
8/1/2017,ON,Propane,6439,46516,NULL,8943
9/1/2017,ON,Propane,79323,66138,NULL,2842
10/1/2017,ON,Propane,72186,64594,NULL,4728
11/1/2017,ON,Propane,86557,88108,NULL,29178
12/1/2017,ON,Propane,52466,141705,NULL,24821
1/1/2018,ON,Propane,29657,173633,NULL,38810
2/1/2018,ON,Propane,58592,119843,NULL,18769
3/1/2018,ON,Propane,55595,98482,NULL,26823
4/1/2018,ON,Propane,77832,37826,NULL,21279
5/1/2018,ON,Propane,72398,25410,NULL,11442
6/1/2018,ON,Propane,79752,32733,NULL,4495
7/1/2018,ON,Propane,89916,34595,NULL,4151
8/1/2018,ON,Propane,69835,38034,NULL,7789
9/1/2018,ON,Propane,86970,41084,NULL,4944
10/1/2018,ON,Propane,73110,58346,NULL,12239
11/1/2018,ON,Propane,73877,98207,NULL,17498
12/1/2018,ON,Propane,98047,116027,NULL,19609
1/1/2019,ON,Propane,86102,131426,NULL,23275
2/1/2019,ON,Propane,45122,86207,NULL,21561
4/1/2013,PE,Propane,NULL,1160,NULL,NULL
5/1/2013,PE,Propane,NULL,467,NULL,NULL
6/1/2013,PE,Propane,NULL,462,NULL,NULL
7/1/2013,PE,Propane,NULL,575,NULL,NULL
8/1/2013,PE,Propane,NULL,576,NULL,NULL
1/1/1990,QC,Propane,NULL,120,NULL,1087
2/1/1990,QC,Propane,NULL,NULL,NULL,1296
3/1/1990,QC,Propane,NULL,NULL,NULL,1166
4/1/1990,QC,Propane,NULL,NULL,NULL,1609
5/1/1990,QC,Propane,NULL,NULL,NULL,1530
6/1/1990,QC,Propane,NULL,739,NULL,864
7/1/1990,QC,Propane,NULL,NULL,NULL,804
8/1/1990,QC,Propane,NULL,NULL,NULL,557
9/1/1990,QC,Propane,NULL,NULL,NULL,710
10/1/1990,QC,Propane,NULL,358,NULL,120
11/1/1990,QC,Propane,NULL,369,NULL,1192
12/1/1990,QC,Propane,NULL,NULL,NULL,1358
1/1/1991,QC,Propane,NULL,NULL,NULL,4709
2/1/1991,QC,Propane,NULL,776,NULL,3734
3/1/1991,QC,Propane,NULL,NULL,NULL,4054
4/1/1991,QC,Propane,NULL,NULL,NULL,3471
5/1/1991,QC,Propane,NULL,NULL,NULL,2536
6/1/1991,QC,Propane,NULL,NULL,NULL,2152
7/1/1991,QC,Propane,NULL,NULL,NULL,3143
8/1/1991,QC,Propane,NULL,NULL,NULL,4738
9/1/1991,QC,Propane,NULL,NULL,NULL,2922
10/1/1991,QC,Propane,NULL,NULL,NULL,4286
11/1/1991,QC,Propane,NULL,NULL,NULL,3866
12/1/1991,QC,Propane,NULL,NULL,NULL,9142
1/1/1992,QC,Propane,NULL,249,NULL,6315
2/1/1992,QC,Propane,NULL,NULL,NULL,5422
3/1/1992,QC,Propane,NULL,NULL,NULL,5419
4/1/1992,QC,Propane,NULL,721,NULL,3539
5/1/1992,QC,Propane,NULL,NULL,NULL,3352
6/1/1992,QC,Propane,NULL,NULL,NULL,2483
7/1/1992,QC,Propane,NULL,NULL,NULL,2837
8/1/1992,QC,Propane,NULL,NULL,NULL,2795
9/1/1992,QC,Propane,NULL,NULL,NULL,3135
10/1/1992,QC,Propane,NULL,NULL,NULL,4376
11/1/1992,QC,Propane,NULL,NULL,NULL,4880
12/1/1992,QC,Propane,NULL,NULL,NULL,5153
1/1/1993,QC,Propane,NULL,NULL,NULL,5572
2/1/1993,QC,Propane,NULL,NULL,NULL,7606
3/1/1993,QC,Propane,NULL,NULL,NULL,8601
4/1/1993,QC,Propane,NULL,356,NULL,5220
5/1/1993,QC,Propane,NULL,NULL,NULL,3060
6/1/1993,QC,Propane,NULL,NULL,NULL,2378
7/1/1993,QC,Propane,NULL,NULL,NULL,2542
8/1/1993,QC,Propane,NULL,3230,NULL,535
9/1/1993,QC,Propane,NULL,1540,NULL,1572
10/1/1993,QC,Propane,NULL,2316,NULL,2556
11/1/1993,QC,Propane,NULL,NULL,NULL,5109
12/1/1993,QC,Propane,NULL,NULL,NULL,7561
1/1/1994,QC,Propane,NULL,NULL,NULL,10461
2/1/1994,QC,Propane,NULL,117,NULL,11873
3/1/1994,QC,Propane,NULL,NULL,NULL,7835
4/1/1994,QC,Propane,NULL,NULL,NULL,4482
5/1/1994,QC,Propane,NULL,NULL,NULL,3350
6/1/1994,QC,Propane,NULL,3639,NULL,3596
7/1/1994,QC,Propane,NULL,2700,NULL,2361
8/1/1994,QC,Propane,NULL,6510,NULL,2696
9/1/1994,QC,Propane,NULL,2525,NULL,4227
10/1/1994,QC,Propane,NULL,114,NULL,4407
11/1/1994,QC,Propane,NULL,NULL,NULL,4807
12/1/1994,QC,Propane,NULL,NULL,NULL,7795
1/1/1995,QC,Propane,NULL,NULL,NULL,8647
2/1/1995,QC,Propane,NULL,343,NULL,7117
3/1/1995,QC,Propane,NULL,NULL,NULL,7315
4/1/1995,QC,Propane,NULL,NULL,NULL,4391
5/1/1995,QC,Propane,NULL,2345,NULL,2971
6/1/1995,QC,Propane,NULL,111,NULL,2500
7/1/1995,QC,Propane,NULL,2363,NULL,2365
8/1/1995,QC,Propane,NULL,1568,NULL,2886
9/1/1995,QC,Propane,NULL,676,NULL,3664
10/1/1995,QC,Propane,NULL,NULL,NULL,4217
11/1/1995,QC,Propane,NULL,NULL,NULL,6095
12/1/1995,QC,Propane,NULL,NULL,NULL,7100
1/1/1996,QC,Propane,NULL,121,NULL,11571
2/1/1996,QC,Propane,NULL,NULL,NULL,7524
3/1/1996,QC,Propane,NULL,NULL,NULL,7190
4/1/1996,QC,Propane,NULL,1587,NULL,4193
5/1/1996,QC,Propane,NULL,1566,NULL,3114
6/1/1996,QC,Propane,NULL,111,NULL,2112
7/1/1996,QC,Propane,NULL,2363,NULL,2255
8/1/1996,QC,Propane,NULL,1568,NULL,2277
9/1/1996,QC,Propane,NULL,676,NULL,2729
10/1/1996,QC,Propane,NULL,NULL,NULL,4188
11/1/1996,QC,Propane,NULL,NULL,NULL,7021
12/1/1996,QC,Propane,NULL,NULL,NULL,8204
1/1/1997,QC,Propane,NULL,NULL,NULL,7614
2/1/1997,QC,Propane,NULL,NULL,NULL,6198
3/1/1997,QC,Propane,NULL,1420,NULL,6210
4/1/1997,QC,Propane,NULL,NULL,NULL,2438
5/1/1997,QC,Propane,NULL,2016,NULL,2106
6/1/1997,QC,Propane,NULL,302,NULL,1565
7/1/1997,QC,Propane,NULL,1231,NULL,11518
8/1/1997,QC,Propane,NULL,1423,NULL,5571
9/1/1997,QC,Propane,NULL,1883,NULL,4889
10/1/1997,QC,Propane,NULL,346,NULL,2514
11/1/1997,QC,Propane,NULL,NULL,NULL,2974
12/1/1997,QC,Propane,NULL,354,NULL,4566
1/1/1998,QC,Propane,NULL,679,NULL,2249
2/1/1998,QC,Propane,NULL,1028,NULL,3651
3/1/1998,QC,Propane,NULL,3571,NULL,7529
4/1/1998,QC,Propane,NULL,7609,NULL,2505
5/1/1998,QC,Propane,NULL,8646,NULL,1180
6/1/1998,QC,Propane,NULL,8926,NULL,1443
7/1/1998,QC,Propane,NULL,1034,NULL,2051
8/1/1998,QC,Propane,NULL,8216,NULL,1823
9/1/1998,QC,Propane,NULL,11587,NULL,2641
10/1/1998,QC,Propane,NULL,10316,NULL,13082
11/1/1998,QC,Propane,NULL,8834,NULL,4883
12/1/1998,QC,Propane,NULL,20513,NULL,5887
