Period,Region,Product,Pipeline,Railway,Marine,Truck
8/1/2002,BC,Butane,NULL,16298,NULL,NULL
9/1/2002,BC,Butane,NULL,34896,NULL,204
10/1/2002,BC,Butane,NULL,55903,NULL,NULL
11/1/2002,BC,Butane,NULL,57941,NULL,NULL
12/1/2002,BC,Butane,NULL,56402,NULL,NULL
1/1/2003,BC,Butane,NULL,57750,NULL,NULL
2/1/2003,BC,Butane,NULL,41068,NULL,NULL
3/1/2003,BC,Butane,NULL,26742,NULL,NULL
4/1/2003,BC,Butane,NULL,18440,NULL,NULL
5/1/2003,BC,Butane,NULL,12114,NULL,NULL
6/1/2003,BC,Butane,NULL,18557,NULL,NULL
7/1/2003,BC,Butane,NULL,17521,NULL,NULL
8/1/2003,BC,Butane,NULL,22894,NULL,NULL
9/1/2003,BC,Butane,NULL,26801,NULL,NULL
10/1/2003,BC,Butane,NULL,26923,NULL,NULL
11/1/2003,BC,Butane,NULL,27968,NULL,NULL
12/1/2003,BC,Butane,NULL,23897,NULL,NULL
1/1/2004,BC,Butane,NULL,18842,NULL,NULL
2/1/2004,BC,Butane,NULL,24270,NULL,NULL
3/1/2004,BC,Butane,NULL,21303,NULL,NULL
4/1/2004,BC,Butane,NULL,15389,NULL,NULL
5/1/2004,BC,Butane,NULL,17618,NULL,NULL
6/1/2004,BC,Butane,NULL,20184,NULL,NULL
7/1/2004,BC,Butane,NULL,19253,NULL,NULL
8/1/2004,BC,Butane,NULL,24108,NULL,NULL
9/1/2004,BC,Butane,NULL,23306,NULL,NULL
10/1/2004,BC,Butane,NULL,36210,NULL,NULL
11/1/2004,BC,Butane,NULL,32215,NULL,NULL
12/1/2004,BC,Butane,NULL,27197,NULL,NULL
1/1/2005,BC,Butane,NULL,29096,NULL,NULL
2/1/2005,BC,Butane,NULL,19297,NULL,NULL
3/1/2005,BC,Butane,NULL,19263,NULL,NULL
4/1/2005,BC,Butane,NULL,7902,NULL,NULL
5/1/2005,BC,Butane,NULL,5628,NULL,NULL
6/1/2005,BC,Butane,NULL,6674,NULL,NULL
7/1/2005,BC,Butane,NULL,7519,NULL,NULL
8/1/2005,BC,Butane,735,8347,NULL,NULL
9/1/2005,BC,Butane,781,14246,NULL,NULL
10/1/2005,BC,Butane,7557,10483,NULL,NULL
11/1/2005,BC,Butane,5490,17935,NULL,NULL
12/1/2005,BC,Butane,5927,19508,NULL,NULL
1/1/2006,BC,Butane,6113,23027,NULL,NULL
2/1/2006,BC,Butane,2583,19692,NULL,544
3/1/2006,BC,Butane,NULL,3072,NULL,NULL
4/1/2006,BC,Butane,NULL,3536,NULL,NULL
5/1/2006,BC,Butane,NULL,4260,NULL,NULL
6/1/2006,BC,Butane,NULL,2716,NULL,NULL
7/1/2006,BC,Butane,NULL,1993,NULL,NULL
8/1/2006,BC,Butane,NULL,809,NULL,1182
9/1/2006,BC,Butane,NULL,13639,NULL,NULL
10/1/2006,BC,Butane,NULL,17394,NULL,NULL
11/1/2006,BC,Butane,NULL,2887,NULL,NULL
12/1/2006,BC,Butane,NULL,20123,NULL,NULL
1/1/2007,BC,Butane,4110,18240,NULL,NULL
2/1/2007,BC,Butane,2118,12869,NULL,NULL
3/1/2007,BC,Butane,NULL,1774,NULL,NULL
5/1/2007,BC,Butane,NULL,7886,NULL,NULL
6/1/2007,BC,Butane,NULL,2131,NULL,NULL
7/1/2007,BC,Butane,NULL,2722,NULL,NULL
8/1/2007,BC,Butane,NULL,6533,NULL,NULL
9/1/2007,BC,Butane,NULL,11553,NULL,NULL
10/1/2007,BC,Butane,2490,11970,NULL,NULL
11/1/2007,BC,Butane,5206,18360,NULL,NULL
12/1/2007,BC,Butane,4903,16278,NULL,NULL
1/1/2008,BC,Butane,1857,4636,NULL,3562
2/1/2008,BC,Butane,NULL,5097,NULL,NULL
3/1/2008,BC,Butane,NULL,8665,NULL,NULL
4/1/2008,BC,Butane,NULL,1188,NULL,NULL
5/1/2008,BC,Butane,NULL,1871,NULL,NULL
6/1/2008,BC,Butane,NULL,2894,NULL,NULL
7/1/2008,BC,Butane,NULL,2361,NULL,NULL
8/1/2008,BC,Butane,NULL,4034,NULL,NULL
9/1/2008,BC,Butane,NULL,4382,NULL,NULL
10/1/2008,BC,Butane,NULL,13386,NULL,NULL
11/1/2008,BC,Butane,NULL,4522,NULL,NULL
12/1/2008,BC,Butane,NULL,11445,NULL,NULL
1/1/2009,BC,Butane,NULL,2036,NULL,NULL
2/1/2009,BC,Butane,NULL,5382,NULL,NULL
3/1/2009,BC,Butane,NULL,1666,NULL,NULL
4/1/2009,BC,Butane,NULL,1168,NULL,NULL
5/1/2009,BC,Butane,NULL,1887,NULL,NULL
6/1/2009,BC,Butane,NULL,3781,NULL,NULL
7/1/2009,BC,Butane,NULL,823,NULL,NULL
8/1/2009,BC,Butane,NULL,2012,NULL,NULL
9/1/2009,BC,Butane,NULL,4016,NULL,NULL
10/1/2009,BC,Butane,NULL,4519,NULL,NULL
11/1/2009,BC,Butane,NULL,8096,NULL,NULL
12/1/2009,BC,Butane,NULL,8329,NULL,NULL
1/1/2010,BC,Butane,NULL,4262,NULL,NULL
2/1/2010,BC,Butane,NULL,3441,NULL,NULL
3/1/2010,BC,Butane,NULL,2461,NULL,NULL
9/1/2010,BC,Butane,NULL,1780,NULL,NULL
10/1/2010,BC,Butane,NULL,833,NULL,NULL
11/1/2010,BC,Butane,NULL,1070,NULL,NULL
12/1/2010,BC,Butane,NULL,4160,NULL,NULL
1/1/2011,BC,Butane,NULL,6412,NULL,NULL
2/1/2011,BC,Butane,NULL,5211,NULL,NULL
3/1/2011,BC,Butane,NULL,2973,NULL,NULL
4/1/2011,BC,Butane,NULL,1768,NULL,NULL
6/1/2011,BC,Butane,NULL,1772,NULL,NULL
7/1/2011,BC,Butane,NULL,1416,NULL,NULL
8/1/2011,BC,Butane,NULL,3681,NULL,NULL
9/1/2011,BC,Butane,NULL,8314,NULL,NULL
10/1/2011,BC,Butane,NULL,238,NULL,NULL
11/1/2011,BC,Butane,NULL,9905,NULL,NULL
12/1/2011,BC,Butane,NULL,10881,NULL,NULL
1/1/2012,BC,Butane,NULL,6471,NULL,NULL
2/1/2012,BC,Butane,NULL,6586,NULL,NULL
3/1/2012,BC,Butane,NULL,2505,NULL,NULL
6/1/2012,BC,Butane,NULL,2975,NULL,NULL
7/1/2012,BC,Butane,NULL,1888,NULL,NULL
9/1/2012,BC,Butane,NULL,4035,NULL,NULL
10/1/2012,BC,Butane,NULL,8293,NULL,NULL
11/1/2012,BC,Butane,NULL,8586,NULL,NULL
12/1/2012,BC,Butane,NULL,4883,NULL,NULL
1/1/2013,BC,Butane,NULL,5600,NULL,NULL
2/1/2013,BC,Butane,NULL,1558,NULL,NULL
3/1/2013,BC,Butane,NULL,352,NULL,NULL
4/1/2013,BC,Butane,NULL,823,NULL,NULL
5/1/2013,BC,Butane,NULL,NULL,NULL,319
6/1/2013,BC,Butane,NULL,1777,NULL,NULL
7/1/2013,BC,Butane,NULL,1423,NULL,NULL
8/1/2013,BC,Butane,NULL,356,NULL,NULL
11/1/2013,BC,Butane,NULL,2727,NULL,NULL
12/1/2013,BC,Butane,NULL,1668,NULL,NULL
1/1/2014,BC,Butane,NULL,9256,NULL,NULL
2/1/2014,BC,Butane,NULL,2617,NULL,NULL
3/1/2014,BC,Butane,NULL,119,NULL,NULL
4/1/2014,BC,Butane,NULL,2017,NULL,NULL
5/1/2014,BC,Butane,NULL,357,NULL,NULL
6/1/2014,BC,Butane,NULL,18100,NULL,NULL
7/1/2014,BC,Butane,NULL,22936,NULL,NULL
8/1/2014,BC,Butane,NULL,20106,NULL,NULL
9/1/2014,BC,Butane,NULL,13957,NULL,NULL
10/1/2014,BC,Butane,NULL,2260,NULL,NULL
11/1/2014,BC,Butane,NULL,2026,NULL,NULL
12/1/2014,BC,Butane,NULL,4412,NULL,NULL
1/1/2015,BC,Butane,NULL,2973,NULL,NULL
2/1/2015,BC,Butane,NULL,1549,NULL,NULL
3/1/2015,BC,Butane,NULL,9294,NULL,NULL
4/1/2015,BC,Butane,NULL,1445,NULL,NULL
5/1/2015,BC,Butane,NULL,7775,NULL,NULL
6/1/2015,BC,Butane,NULL,9673,NULL,NULL
7/1/2015,BC,Butane,NULL,1425,NULL,NULL
8/1/2015,BC,Butane,NULL,6313,NULL,NULL
9/1/2015,BC,Butane,NULL,7347,NULL,NULL
10/1/2015,BC,Butane,NULL,8987,NULL,NULL
11/1/2015,BC,Butane,NULL,1072,NULL,NULL
12/1/2015,BC,Butane,NULL,2860,NULL,NULL
1/1/2016,BC,Butane,NULL,8822,NULL,NULL
2/1/2016,BC,Butane,NULL,11197,NULL,NULL
3/1/2016,BC,Butane,NULL,7004,NULL,NULL
4/1/2016,BC,Butane,NULL,10811,NULL,NULL
5/1/2016,BC,Butane,NULL,6622,NULL,NULL
6/1/2016,BC,Butane,NULL,6029,NULL,NULL
7/1/2016,BC,Butane,NULL,8250,NULL,NULL
8/1/2016,BC,Butane,NULL,17429,NULL,NULL
9/1/2016,BC,Butane,NULL,23073,NULL,NULL
10/1/2016,BC,Butane,NULL,26321,NULL,NULL
11/1/2016,BC,Butane,NULL,45754,NULL,NULL
12/1/2016,BC,Butane,NULL,40929,NULL,NULL
1/1/2017,BC,Butane,NULL,49972,NULL,NULL
2/1/2017,BC,Butane,NULL,55433,NULL,NULL
3/1/2017,BC,Butane,NULL,26629,NULL,NULL
4/1/2017,BC,Butane,NULL,14304,NULL,NULL
5/1/2017,BC,Butane,NULL,2464,NULL,NULL
6/1/2017,BC,Butane,NULL,237,NULL,NULL
7/1/2017,BC,Butane,NULL,1059,NULL,NULL
8/1/2017,BC,Butane,NULL,32077,NULL,NULL
9/1/2017,BC,Butane,NULL,46227,NULL,NULL
10/1/2017,BC,Butane,NULL,85498,NULL,NULL
11/1/2017,BC,Butane,NULL,79318,NULL,NULL
12/1/2017,BC,Butane,NULL,73005,NULL,NULL
1/1/2018,BC,Butane,NULL,49118,NULL,NULL
2/1/2018,BC,Butane,NULL,36000,NULL,NULL
3/1/2018,BC,Butane,NULL,36343,NULL,NULL
4/1/2018,BC,Butane,NULL,27051,NULL,NULL
5/1/2018,BC,Butane,NULL,25731,NULL,NULL
6/1/2018,BC,Butane,NULL,31096,NULL,NULL
7/1/2018,BC,Butane,NULL,53163,NULL,NULL
8/1/2018,BC,Butane,NULL,60760,NULL,NULL
9/1/2018,BC,Butane,NULL,76108,NULL,NULL
10/1/2018,BC,Butane,NULL,96239,NULL,NULL
11/1/2018,BC,Butane,NULL,117359,NULL,NULL
12/1/2018,BC,Butane,NULL,101027,NULL,NULL
1/1/2019,BC,Butane,NULL,101251,NULL,NULL
2/1/2019,BC,Butane,NULL,78541,NULL,NULL
1/1/1990,Canada,Butane,40335,245193,NULL,5866
2/1/1990,Canada,Butane,75932,208386,NULL,1595
3/1/1990,Canada,Butane,57040,175491,NULL,7857
4/1/1990,Canada,Butane,23149,109310,NULL,6651
5/1/1990,Canada,Butane,33582,100958,NULL,1093
6/1/1990,Canada,Butane,49987,94847,NULL,1479
7/1/1990,Canada,Butane,49461,141877,NULL,2914
8/1/1990,Canada,Butane,55749,126166,NULL,880
9/1/1990,Canada,Butane,43853,132249,NULL,2454
10/1/1990,Canada,Butane,57524,162529,NULL,3059
11/1/1990,Canada,Butane,92455,180253,NULL,3170
12/1/1990,Canada,Butane,63265,195600,NULL,12702
1/1/1991,Canada,Butane,83757,171306,NULL,9192
2/1/1991,Canada,Butane,92181,193950,NULL,3079
3/1/1991,Canada,Butane,43270,102864,NULL,1358
4/1/1991,Canada,Butane,17739,78217,NULL,368
5/1/1991,Canada,Butane,18823,97942,NULL,951
6/1/1991,Canada,Butane,33222,106544,NULL,1081
7/1/1991,Canada,Butane,26407,124505,NULL,4212
8/1/1991,Canada,Butane,28192,128463,NULL,693
9/1/1991,Canada,Butane,19836,123507,NULL,406
10/1/1991,Canada,Butane,20705,207529,NULL,652
11/1/1991,Canada,Butane,102456,199865,NULL,781
12/1/1991,Canada,Butane,91906,237958,NULL,2937
1/1/1992,Canada,Butane,93006,201118,NULL,991
2/1/1992,Canada,Butane,51486,179690,NULL,63
3/1/1992,Canada,Butane,57187,121777,NULL,42
4/1/1992,Canada,Butane,18965,106978,NULL,1101
5/1/1992,Canada,Butane,28968,52938,NULL,1951
6/1/1992,Canada,Butane,11626,80642,NULL,4586
7/1/1992,Canada,Butane,18242,91173,NULL,6514
8/1/1992,Canada,Butane,19519,96245,NULL,4113
9/1/1992,Canada,Butane,32565,117485,NULL,4323
10/1/1992,Canada,Butane,14751,240894,NULL,6215
11/1/1992,Canada,Butane,14503,289143,NULL,5709
12/1/1992,Canada,Butane,43339,238774,NULL,13810
1/1/1993,Canada,Butane,40472,243335,NULL,4664
2/1/1993,Canada,Butane,37016,168534,NULL,4052
3/1/1993,Canada,Butane,47085,113146,NULL,9150
4/1/1993,Canada,Butane,14356,92674,NULL,4170
5/1/1993,Canada,Butane,23899,76752,NULL,2697
6/1/1993,Canada,Butane,1644,50179,NULL,2358
7/1/1993,Canada,Butane,28140,69936,NULL,7506
8/1/1993,Canada,Butane,4111,94524,NULL,1274
9/1/1993,Canada,Butane,2390,139429,NULL,502
10/1/1993,Canada,Butane,22174,185801,NULL,1343
11/1/1993,Canada,Butane,17379,207451,21,1095
12/1/1993,Canada,Butane,29436,210532,NULL,4595
1/1/1994,Canada,Butane,37879,172753,NULL,1221
2/1/1994,Canada,Butane,41734,125115,NULL,2767
3/1/1994,Canada,Butane,31800,95037,NULL,1825
4/1/1994,Canada,Butane,27084,81062,NULL,3883
5/1/1994,Canada,Butane,41648,64524,NULL,1011
6/1/1994,Canada,Butane,27574,73848,NULL,248
7/1/1994,Canada,Butane,24034,65527,NULL,338
8/1/1994,Canada,Butane,57649,69450,1904,302
9/1/1994,Canada,Butane,69673,88305,NULL,217
10/1/1994,Canada,Butane,56303,160225,NULL,5116
11/1/1994,Canada,Butane,106013,196836,NULL,6714
12/1/1994,Canada,Butane,82128,244128,NULL,6015
1/1/1995,Canada,Butane,79969,224300,NULL,13961
2/1/1995,Canada,Butane,82033,193017,NULL,5782
3/1/1995,Canada,Butane,93768,93629,NULL,5764
4/1/1995,Canada,Butane,52008,72569,NULL,891
5/1/1995,Canada,Butane,54438,82650,NULL,NULL
6/1/1995,Canada,Butane,63586,92184,NULL,NULL
7/1/1995,Canada,Butane,47259,83420,NULL,280
8/1/1995,Canada,Butane,74818,112141,NULL,NULL
9/1/1995,Canada,Butane,79240,141966,NULL,323
10/1/1995,Canada,Butane,79005,196635,NULL,2716
11/1/1995,Canada,Butane,84114,259479,NULL,2199
12/1/1995,Canada,Butane,71230,264260,NULL,4303
1/1/1996,Canada,Butane,60214,244186,NULL,740
2/1/1996,Canada,Butane,114113,231188,NULL,1726
3/1/1996,Canada,Butane,50589,168619,NULL,3288
4/1/1996,Canada,Butane,50123,135944,NULL,7947
5/1/1996,Canada,Butane,45240,165616,NULL,3631
6/1/1996,Canada,Butane,34636,134366,NULL,657
7/1/1996,Canada,Butane,57836,128094,NULL,209
8/1/1996,Canada,Butane,68111,124951,NULL,810
9/1/1996,Canada,Butane,72833,117926,NULL,340
10/1/1996,Canada,Butane,49087,194034,NULL,501
11/1/1996,Canada,Butane,79254,217481,NULL,88
12/1/1996,Canada,Butane,49496,237231,NULL,2990
1/1/1997,Canada,Butane,107273,260101,NULL,858
2/1/1997,Canada,Butane,69593,243051,NULL,993
3/1/1997,Canada,Butane,98427,178712,NULL,524
4/1/1997,Canada,Butane,32592,116218,NULL,1354
5/1/1997,Canada,Butane,47777,95835,NULL,NULL
6/1/1997,Canada,Butane,45853,79222,NULL,NULL
7/1/1997,Canada,Butane,87755,65806,NULL,NULL
8/1/1997,Canada,Butane,109812,79760,NULL,NULL
9/1/1997,Canada,Butane,93705,131888,NULL,NULL
10/1/1997,Canada,Butane,86190,175447,NULL,152
11/1/1997,Canada,Butane,53202,185608,NULL,3912
12/1/1997,Canada,Butane,106823,206625,NULL,2165
1/1/1998,Canada,Butane,74527,208909,NULL,2450
2/1/1998,Canada,Butane,159535,203232,NULL,NULL
3/1/1998,Canada,Butane,107782,106601,NULL,NULL
4/1/1998,Canada,Butane,79721,74536,5000,NULL
5/1/1998,Canada,Butane,58109,77799,4000,NULL
6/1/1998,Canada,Butane,63451,103761,10200,3560
7/1/1998,Canada,Butane,66175,107833,NULL,890
8/1/1998,Canada,Butane,82561,116656,NULL,1014
9/1/1998,Canada,Butane,74600,118800,NULL,700
10/1/1998,Canada,Butane,41020,245160,NULL,1994
11/1/1998,Canada,Butane,90918,367971,NULL,1528
12/1/1998,Canada,Butane,83406,305100,NULL,420
1/1/1999,Canada,Butane,50766,224843,NULL,255
2/1/1999,Canada,Butane,94089,148451,NULL,286
3/1/1999,Canada,Butane,49633,133347,NULL,364
4/1/1999,Canada,Butane,41953,109507,NULL,NULL
5/1/1999,Canada,Butane,51452,81888,NULL,120
6/1/1999,Canada,Butane,56899,91545,NULL,397
7/1/1999,Canada,Butane,78204,97635,NULL,635
8/1/1999,Canada,Butane,101910,113258,NULL,761
9/1/1999,Canada,Butane,38913,144561,NULL,1789
10/1/1999,Canada,Butane,59310,186980,NULL,100
11/1/1999,Canada,Butane,56921,246788,NULL,457
12/1/1999,Canada,Butane,46012,236731,NULL,1138
1/1/2000,Canada,Butane,41123,245810,NULL,306
2/1/2000,Canada,Butane,97608,188005,NULL,548
3/1/2000,Canada,Butane,73181,146998,NULL,1248
4/1/2000,Canada,Butane,53054,95631,NULL,NULL
5/1/2000,Canada,Butane,65130,91877,NULL,1107
6/1/2000,Canada,Butane,70838,120006,NULL,2
7/1/2000,Canada,Butane,50915,111073,NULL,18
8/1/2000,Canada,Butane,60140,122384,NULL,16
9/1/2000,Canada,Butane,95095,112132,NULL,387
10/1/2000,Canada,Butane,96802,150571,NULL,NULL
11/1/2000,Canada,Butane,73958,176989,NULL,150
12/1/2000,Canada,Butane,75200,200197,NULL,1318
1/1/2001,Canada,Butane,52439,146182,NULL,342
2/1/2001,Canada,Butane,30178,160148,NULL,32
3/1/2001,Canada,Butane,20049,167513,NULL,857
4/1/2001,Canada,Butane,18572,113481,NULL,NULL
5/1/2001,Canada,Butane,20467,99594,NULL,23
6/1/2001,Canada,Butane,31817,112659,NULL,352
7/1/2001,Canada,Butane,28376,100402,NULL,382
8/1/2001,Canada,Butane,36334,110458,NULL,1095
9/1/2001,Canada,Butane,50660,135793,NULL,431
10/1/2001,Canada,Butane,73149,193964,NULL,1216
11/1/2001,Canada,Butane,59074,186372,NULL,621
12/1/2001,Canada,Butane,26698,240653,NULL,1757
1/1/2002,Canada,Butane,40759,270920,NULL,675
2/1/2002,Canada,Butane,29381,201145,NULL,5754
3/1/2002,Canada,Butane,28943,136758,NULL,1513
4/1/2002,Canada,Butane,14445,98692,NULL,4836
5/1/2002,Canada,Butane,5234,111011,NULL,2188
6/1/2002,Canada,Butane,33324,110336,NULL,989
7/1/2002,Canada,Butane,17209,123438,NULL,1345
8/1/2002,Canada,Butane,22965,144402,NULL,533
9/1/2002,Canada,Butane,43469,159181,NULL,1111
10/1/2002,Canada,Butane,56769,214231,NULL,861
11/1/2002,Canada,Butane,53856,225386,NULL,1554
12/1/2002,Canada,Butane,50824,219195,NULL,1828
1/1/2003,Canada,Butane,55610,204436,NULL,1890
2/1/2003,Canada,Butane,32463,193565,NULL,1325
3/1/2003,Canada,Butane,25820,123566,NULL,747
4/1/2003,Canada,Butane,15904,112784,NULL,218
5/1/2003,Canada,Butane,4233,101281,NULL,372
6/1/2003,Canada,Butane,18314,108178,NULL,2223
7/1/2003,Canada,Butane,36903,108868,NULL,734
8/1/2003,Canada,Butane,54466,150229,NULL,1330
9/1/2003,Canada,Butane,47586,113363,NULL,746
10/1/2003,Canada,Butane,21528,146214,NULL,1625
11/1/2003,Canada,Butane,25021,158219,NULL,5571
12/1/2003,Canada,Butane,17100,165169,NULL,6457
1/1/2004,Canada,Butane,25899,123586,NULL,2428
2/1/2004,Canada,Butane,25900,136872,NULL,794
3/1/2004,Canada,Butane,19557,130577,NULL,482
4/1/2004,Canada,Butane,10901,122814,NULL,4331
5/1/2004,Canada,Butane,5649,103201,NULL,614
6/1/2004,Canada,Butane,9379,105064,NULL,656
7/1/2004,Canada,Butane,51601,83860,NULL,962
8/1/2004,Canada,Butane,57716,80383,NULL,1754
9/1/2004,Canada,Butane,47351,103280,NULL,2555
10/1/2004,Canada,Butane,13532,176117,NULL,2769
11/1/2004,Canada,Butane,27877,162598,NULL,1246
12/1/2004,Canada,Butane,53108,143815,NULL,759
1/1/2005,Canada,Butane,14460,144682,NULL,513
2/1/2005,Canada,Butane,35645,133411,NULL,1826
3/1/2005,Canada,Butane,31337,98828,NULL,2194
4/1/2005,Canada,Butane,63259,71389,NULL,591
5/1/2005,Canada,Butane,31043,87481,NULL,1994
6/1/2005,Canada,Butane,12615,106280,NULL,687
7/1/2005,Canada,Butane,24733,93074,NULL,30
8/1/2005,Canada,Butane,37202,89805,NULL,60
9/1/2005,Canada,Butane,1691,110588,NULL,181
10/1/2005,Canada,Butane,25311,158411,NULL,1536
11/1/2005,Canada,Butane,56873,164435,NULL,534
12/1/2005,Canada,Butane,26632,148166,NULL,462
1/1/2006,Canada,Butane,18249,176375,NULL,107
2/1/2006,Canada,Butane,22272,170340,NULL,2035
3/1/2006,Canada,Butane,14643,108696,NULL,NULL
4/1/2006,Canada,Butane,17783,97243,NULL,23
5/1/2006,Canada,Butane,25649,85789,NULL,23
6/1/2006,Canada,Butane,14400,72132,NULL,45
7/1/2006,Canada,Butane,19942,72654,NULL,942
8/1/2006,Canada,Butane,45795,116504,NULL,1886
9/1/2006,Canada,Butane,21167,94922,NULL,388
10/1/2006,Canada,Butane,15126,105537,NULL,330
11/1/2006,Canada,Butane,26071,107297,NULL,762
12/1/2006,Canada,Butane,20040,139651,NULL,23
1/1/2007,Canada,Butane,18785,146561,NULL,23
2/1/2007,Canada,Butane,13677,130285,NULL,NULL
3/1/2007,Canada,Butane,6410,107503,NULL,27
4/1/2007,Canada,Butane,12477,79710,NULL,9641
5/1/2007,Canada,Butane,6356,86293,NULL,11288
6/1/2007,Canada,Butane,3266,89937,NULL,2192
7/1/2007,Canada,Butane,24730,76908,NULL,2915
8/1/2007,Canada,Butane,21454,81452,NULL,3517
9/1/2007,Canada,Butane,6248,64538,NULL,25266
10/1/2007,Canada,Butane,30454,89106,NULL,1942
11/1/2007,Canada,Butane,17331,102189,NULL,414
12/1/2007,Canada,Butane,15609,104385,NULL,471
1/1/2008,Canada,Butane,18903,128862,NULL,3994
2/1/2008,Canada,Butane,8311,141755,NULL,149
3/1/2008,Canada,Butane,3338,121301,NULL,1568
4/1/2008,Canada,Butane,7242,70847,NULL,2986
5/1/2008,Canada,Butane,14841,78086,NULL,3304
6/1/2008,Canada,Butane,27605,93134,NULL,3485
7/1/2008,Canada,Butane,32171,100944,NULL,1695
8/1/2008,Canada,Butane,978,85321,NULL,53
9/1/2008,Canada,Butane,1849,77134,NULL,278
10/1/2008,Canada,Butane,22218,164995,NULL,969
11/1/2008,Canada,Butane,28671,128126,NULL,504
12/1/2008,Canada,Butane,39921,113001,NULL,417
1/1/2009,Canada,Butane,24817,124533,NULL,76
2/1/2009,Canada,Butane,15019,119864,NULL,214
3/1/2009,Canada,Butane,10500,103872,NULL,785
4/1/2009,Canada,Butane,5336,94372,NULL,1764
5/1/2009,Canada,Butane,13292,122029,NULL,75
6/1/2009,Canada,Butane,1252,77304,NULL,29522
7/1/2009,Canada,Butane,10091,131642,NULL,141
8/1/2009,Canada,Butane,3361,113664,NULL,80
9/1/2009,Canada,Butane,32275,125650,NULL,914
10/1/2009,Canada,Butane,20922,148682,NULL,222
11/1/2009,Canada,Butane,13620,154097,NULL,538
12/1/2009,Canada,Butane,8335,138359,NULL,529
1/1/2010,Canada,Butane,10820,103883,NULL,1738
2/1/2010,Canada,Butane,10092,97352,NULL,526
3/1/2010,Canada,Butane,9630,73274,NULL,629
4/1/2010,Canada,Butane,3605,90436,NULL,3048
5/1/2010,Canada,Butane,1343,87500,NULL,1389
6/1/2010,Canada,Butane,26030,104332,NULL,414
7/1/2010,Canada,Butane,2805,90684,NULL,4115
8/1/2010,Canada,Butane,2727,102787,NULL,68
9/1/2010,Canada,Butane,20794,120612,NULL,1215
10/1/2010,Canada,Butane,13105,143839,NULL,860
11/1/2010,Canada,Butane,6979,142893,NULL,1712
12/1/2010,Canada,Butane,6051,80084,NULL,1010
1/1/2011,Canada,Butane,15596,94941,NULL,956
2/1/2011,Canada,Butane,17869,86043,NULL,954
3/1/2011,Canada,Butane,18048,83039,NULL,812
4/1/2011,Canada,Butane,32660,72420,NULL,NULL
5/1/2011,Canada,Butane,18733,81309,NULL,69
6/1/2011,Canada,Butane,5089,77730,NULL,43
7/1/2011,Canada,Butane,3359,67359,NULL,51
8/1/2011,Canada,Butane,6947,88450,NULL,664
9/1/2011,Canada,Butane,4139,81911,NULL,389
10/1/2011,Canada,Butane,7080,94339,NULL,1731
11/1/2011,Canada,Butane,6919,94150,NULL,2664
12/1/2011,Canada,Butane,7609,86788,NULL,3304
1/1/2012,Canada,Butane,10807,76401,NULL,944
2/1/2012,Canada,Butane,25662,89963,NULL,661
3/1/2012,Canada,Butane,40913,104513,NULL,NULL
4/1/2012,Canada,Butane,16122,143968,NULL,512
5/1/2012,Canada,Butane,25202,103403,NULL,44
6/1/2012,Canada,Butane,23858,99005,NULL,23
7/1/2012,Canada,Butane,12453,80282,NULL,3028
8/1/2012,Canada,Butane,29839,79700,NULL,23
9/1/2012,Canada,Butane,7949,113808,NULL,7954
10/1/2012,Canada,Butane,852,134906,NULL,2934
11/1/2012,Canada,Butane,NULL,90848,NULL,NULL
12/1/2012,Canada,Butane,NULL,105961,NULL,128
1/1/2013,Canada,Butane,NULL,109956,NULL,NULL
2/1/2013,Canada,Butane,5696,83699,NULL,13
3/1/2013,Canada,Butane,8696,94924,NULL,15114
4/1/2013,Canada,Butane,13819,63026,NULL,2010
5/1/2013,Canada,Butane,2070,58504,NULL,319
6/1/2013,Canada,Butane,NULL,90945,NULL,14
7/1/2013,Canada,Butane,8906,75086,NULL,361
8/1/2013,Canada,Butane,21503,59751,NULL,12
9/1/2013,Canada,Butane,10,85902,NULL,118
10/1/2013,Canada,Butane,8184,96258,NULL,5132
11/1/2013,Canada,Butane,20746,70211,NULL,NULL
12/1/2013,Canada,Butane,11158,74188,NULL,NULL
1/1/2014,Canada,Butane,4796,79232,NULL,NULL
2/1/2014,Canada,Butane,9864,60219,NULL,13
3/1/2014,Canada,Butane,6727,50194,NULL,1380
4/1/2014,Canada,Butane,6365,51301,NULL,2941
5/1/2014,Canada,Butane,NULL,71754,NULL,3402
6/1/2014,Canada,Butane,58498,109772,NULL,9073
7/1/2014,Canada,Butane,NULL,101863,NULL,4261
8/1/2014,Canada,Butane,NULL,121616,NULL,1881
9/1/2014,Canada,Butane,21608,95182,NULL,3564
10/1/2014,Canada,Butane,11915,104855,NULL,2261
11/1/2014,Canada,Butane,15876,103548,NULL,1832
12/1/2014,Canada,Butane,NULL,99089,NULL,1802
1/1/2015,Canada,Butane,12677,78415,NULL,2147
2/1/2015,Canada,Butane,12835,65892,NULL,221
3/1/2015,Canada,Butane,11910,71700,NULL,3036
4/1/2015,Canada,Butane,24718,78597,NULL,3417
5/1/2015,Canada,Butane,10336,68886,NULL,10866
6/1/2015,Canada,Butane,16604,90808,NULL,17610
7/1/2015,Canada,Butane,26839,87005,NULL,13863
8/1/2015,Canada,Butane,64445,74138,NULL,14604
9/1/2015,Canada,Butane,62205,123535,NULL,6343
10/1/2015,Canada,Butane,46023,101390,NULL,1298
