Owner,Pipeline,Category,Type,Year,Unit,Value
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Revenue,2013,$,64300000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Operating Expenses,2013,$,33000000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Net Income,2013,$,18100000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,"Property, Plant And Equipment",2013,$,88000000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Revenue,2014,$,49300000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Operating Expenses,2014,$,32900000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Net Income,2014,$,10100000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,"Property, Plant And Equipment",2014,$,90000000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Revenue,2015,$,38600000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Operating Expenses,2015,$,31800000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Net Income,2015,$,6100000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,"Property, Plant And Equipment",2015,$,88900000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Revenue,2016,$,19400000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Operating Expenses,2016,$,29500000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Net Income,2016,$,-5800000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,"Property, Plant And Equipment",2016,$,85200000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Revenue,2017,$,17500000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Operating Expenses,2017,$,23900000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Net Income,2017,$,-2800000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,"Property, Plant And Equipment",2017,$,82400000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Revenue,2018,$,15700000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Operating Expenses,2018,$,31900000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Net Income,2018,$,-13800000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,"Property, Plant And Equipment",2018,$,79000000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Revenue,2019,$,14000000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Operating Expenses,2019,$,26900000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Net Income,2019,$,-12900000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,"Property, Plant And Equipment",2019,$,75600000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2015,$,3300000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2016,$,6857000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2017,$,10500000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2018,$,14272000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2019,$,18657000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Revenue,2011,$,58500000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Expenses,2011,$,37700000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Net Income,2011,$,33400000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,"Property, Plant And Equipment",2011,$,518400000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Revenue,2012,$,65200000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Expenses,2012,$,43400000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Net Income,2012,$,34800000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,"Property, Plant And Equipment",2012,$,545600000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Revenue,2013,$,81200000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Expenses,2013,$,55400000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Net Income,2013,$,37800000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,"Property, Plant And Equipment",2013,$,541000000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Revenue,2014,$,87100000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Expenses,2014,$,58700000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Net Income,2014,$,41100000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,"Property, Plant And Equipment",2014,$,584000000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Revenue,2015,$,97800000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Expenses,2015,$,62200000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Net Income,2015,$,47000000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,"Property, Plant And Equipment",2015,$,613200000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Revenue,2016,$,106400000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Expenses,2016,$,65599999.99999999
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Net Income,2016,$,52300000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,"Property, Plant And Equipment",2016,$,601100000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Revenue,2017,$,105900000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Expenses,2017,$,63000000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Net Income,2017,$,54900000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,"Property, Plant And Equipment",2017,$,619800000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Revenue,2018,$,113700000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Expenses,2018,$,66400000.00000001
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Net Income,2018,$,59100000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,"Property, Plant And Equipment",2018,$,606100000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Revenue,2019,$,98800000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Expenses,2019,$,63800000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,Net Income,2019,$,48300000.0
Enbridge Southern Lights GP Inc,Southern Lights Pipeline,Financial Information,"Property, Plant And Equipment",2019,$,582200000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2015,$,13411476.0
Trans Mountain Corporation,Trans Mountain Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2016,$,26970075.0
Trans Mountain Corporation,Trans Mountain Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2017,$,41891000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2018,$,56091000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2019,$,73246000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Revenue Requirement,2011,$,270000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Rate Base,2011,$,1019000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Deemed Equity Ratio,2011,%,45.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Actual Return on Equity,2011,%,10.5
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Revenue Requirement,2012,$,295000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Rate Base,2012,$,1002000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Deemed Equity Ratio,2012,%,45.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Actual Return on Equity,2012,%,9.82
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Revenue Requirement,2013,$,275000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Rate Base,2013,$,992000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Deemed Equity Ratio,2013,%,45.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Actual Return on Equity,2013,%,9.5
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Revenue Requirement,2014,$,292000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Rate Base,2014,$,990000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Deemed Equity Ratio,2014,%,45.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Actual Return on Equity,2014,%,8.06
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Revenue Requirement,2015,$,293000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Rate Base,2015,$,995000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Deemed Equity Ratio,2015,%,45.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Actual Return on Equity,2015,%,8.5
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Revenue Requirement,2016,$,270000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Rate Base,2016,$,991000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Deemed Equity Ratio,2016,%,45.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Actual Return on Equity,2016,%,9.5
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Revenue Requirement,2017,$,287000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Rate Base,2017,$,989000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Deemed Equity Ratio,2017,%,45.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Actual Return on Equity,2017,%,9.5
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Revenue Requirement,2018,$,297000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Rate Base,2018,$,955000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Deemed Equity Ratio,2018,%,45.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Actual Return on Equity,2018,%,9.5
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Revenue Requirement,2019,$,305000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Rate Base,2019,$,948000000.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Deemed Equity Ratio,2019,%,45.0
Trans Mountain Corporation,Trans Mountain Pipeline,Financial Data,Actual Return on Equity,2019,%,9.5
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Abandonment Trust Fund Balance,Trust Fund Balance,2015,$,12050000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Abandonment Trust Fund Balance,Trust Fund Balance,2016,$,22955000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Abandonment Trust Fund Balance,Trust Fund Balance,2017,$,34992000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Abandonment Trust Fund Balance,Trust Fund Balance,2018,$,47800000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Abandonment Trust Fund Balance,Trust Fund Balance,2019,$,64300000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Revenue,2010,$,48000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Income,2010,$,19000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Plant,2010,$,1806000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Return on Net Plant,2010,%,2.12
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Revenue,2011,$,310000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Income,2011,$,164000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Plant,2011,$,2106000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Return on Net Plant,2011,%,7.78
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Revenue,2012,$,370000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Income,2012,$,205000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Plant,2012,$,2097000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Return on Net Plant,2012,%,9.78
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Revenue,2013,$,399000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Income,2013,$,214000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Plant,2013,$,2060000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Return on Net Plant,2013,%,10.39
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Revenue,2014,$,432000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Income,2014,$,223000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Plant,2014,$,2035000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Return on Net Plant,2014,%,10.94
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Revenue,2015,$,466000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Income,2015,$,243000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Plant,2015,$,2090000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Return on Net Plant,2015,%,11.61
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Revenue,2016,$,445000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Income,2016,$,223000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Plant,2016,$,2052000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Return on Net Plant,2016,%,10.87
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Revenue,2017,$,477000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Income,2017,$,239000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Plant,2017,$,2008000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Return on Net Plant,2017,%,11.92
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Revenue,2018,$,504000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Income,2018,$,245000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Plant,2018,$,1963000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Return on Net Plant,2018,%,12.47
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Revenue,2019,$,535000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Income,2019,$,213000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Net Plant,2019,$,1920000000.0
TransCanada Keystone Pipeline GP Ltd,Keystone Pipeline System,Financial Data,Return on Net Plant,2019,%,11.08
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2015,$,2905797.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2016,$,5370766.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2017,$,8170856.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2018,$,11318643.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2019,$,15238998.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue Requirement,2010,$,56000000.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue,2010,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Operating Income,2010,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Rate Base,2010,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Return on Rate Base,2010,%,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Actual Return on Equity,2010,%,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue Requirement,2011,$,66000000.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue,2011,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Operating Income,2011,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Rate Base,2011,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Return on Rate Base,2011,%,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Actual Return on Equity,2011,%,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue Requirement,2012,$,65000000.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue,2012,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Operating Income,2012,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Rate Base,2012,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Return on Rate Base,2012,%,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Actual Return on Equity,2012,%,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue Requirement,2013,$,66000000.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue,2013,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Operating Income,2013,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Rate Base,2013,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Return on Rate Base,2013,%,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Actual Return on Equity,2013,%,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue Requirement,2014,$,69000000.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue,2014,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Operating Income,2014,$,0.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Rate Base,2014,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Return on Rate Base,2014,%,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Actual Return on Equity,2014,%,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue Requirement,2015,$,81000000.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue,2015,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Operating Income,2015,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Rate Base,2015,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Return on Rate Base,2015,%,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Actual Return on Equity,2015,%,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue Requirement,2016,$,84000000.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue,2016,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Operating Income,2016,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Rate Base,2016,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Return on Rate Base,2016,%,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Actual Return on Equity,2016,%,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue Requirement,2017,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue,2017,$,88000000.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Operating Income,2017,$,-15000000.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Rate Base,2017,$,186500000.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Return on Rate Base,2017,%,-8.22
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Actual Return on Equity,2017,%,-23.06
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue Requirement,2018,$,
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue,2018,$,147000000.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Operating Income,2018,$,12500000.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Rate Base,2018,$,215700000.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Return on Rate Base,2018,%,5.79
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Actual Return on Equity,2018,%,12.61
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue Requirement,2019,$,0.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Revenue,2019,$,159000000.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Operating Income,2019,$,16700000.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Rate Base,2019,$,205900000.0
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Return on Rate Base,2019,%,8.1
Trans Northern Pipelines Inc,Trans-Northern Pipeline,Financial Data,Actual Return on Equity,2019,%,17.09
Plains Midstream Canada ULC,Wascana,Abandonment Trust Fund Balance,Trust Fund Balance,2015,$,
Plains Midstream Canada ULC,Wascana,Abandonment Trust Fund Balance,Trust Fund Balance,2016,$,
Plains Midstream Canada ULC,Wascana,Abandonment Trust Fund Balance,Trust Fund Balance,2017,$,2063813.0
Plains Midstream Canada ULC,Wascana,Abandonment Trust Fund Balance,Trust Fund Balance,2018,$,2111542.0
Plains Midstream Canada ULC,Wascana,Abandonment Trust Fund Balance,Trust Fund Balance,2019,$,2474409.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2015,$,4200000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2016,$,5443000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2017,$,6731000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2018,$,8166000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2019,$,9751000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Revenue,2011,$,59500000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Expenses,2011,$,38400000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Net Income,2011,$,21000000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Property And Equipment,2011,$,0.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Revenue,2012,$,64900000.00000001
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Expenses,2012,$,41800000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Net Income,2012,$,15800000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Property And Equipment,2012,$,0.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Revenue,2013,$,54200000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Expenses,2013,$,43700000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Net Income,2013,$,17800000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Property And Equipment,2013,$,0.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Revenue,2014,$,63500000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Expenses,2014,$,54000000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Net Income,2014,$,18000000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Property And Equipment,2014,$,0.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Revenue,2015,$,67300000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Expenses,2015,$,54800000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Net Income,2015,$,19400000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Property And Equipment,2015,$,0.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Revenue,2016,$,65200000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Expenses,2016,$,46200000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Net Income,2016,$,69500000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Property And Equipment,2016,$,0.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Revenue,2017,$,67700000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Expenses,2017,$,37700000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Net Income,2017,$,21300000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Property And Equipment,2017,$,78000000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Revenue,2018,$,71400000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Expenses,2018,$,36200000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Net Income,2018,$,25400000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Property And Equipment,2018,$,94500000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Revenue,2019,$,69100000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Expenses,2019,$,41500000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Net Income,2019,$,27600000.0
Kingston Midstream Westspur Limited,Westspur Pipeline,Financial Information,Property And Equipment,2019,$,103000000.0
Alliance Pipeline Limited Partnership,Alliance Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2015,$,9977088.0
